Height(Inches);Weight(Pounds);Sex;Age
67,15852;131,0955;F;23
68,59133;132,2124;F;20
69,26014;136,4103;M;23
70,07126;135,873;F;23
67,0628;123,2518;M;27
69,13139;133,561;M;20
68,40603;150,925;F;21
69,7404;134,901;M;20
69,49899;145,542;F;20
66,14494;141,4612;F;21
67,79179;122,9394;F;25
66,74223;123,4556;F;23
66,63048;110,9128;F;28
68,4112;120,4405;F;20
69,37198;129,1054;M;22
65,74819;109,5126;F;24
66,01136;128,2502;F;18
67,90718;125,0989;F;21
67,16599;139,2742;M;18
66,48646;114,6859;F;20
65,71394;130,992;F;26
68,79098;141,218;M;22
67,99196;133,9622;F;24
66,5631;127,67;F;20
70,817;125,1695;F;29
66,64471;129,4135;M;20
67,40685;150,7738;F;22
66,17396;103,0751;M;21
67,97678;129,4215;F;30
68,48737;128,1923;F;21
69,52669;154,935;F;20
67,68157;119,2703;F;25
65,55334;103,3069;F;24
66,66098;113,6555;F;18
66,04091;134,5409;F;22
68,13648;130,8127;M;21
68,13583;120,3052;F;22
67,14269;123,0069;M;31
66,04267;110,8981;F;20
69,08156;150,8598;M;29
66,61972;112,7862;M;22
66,93529;111,1;M;25
67,35236;125,911;F;30
68,51651;131,9403;F;18
64,4288;113,6686;M;20
67,61939;135,8584;F;26
67,13547;136,8187;F;26
66,36896;128,5891;M;22
68,5461;121,3929;F;21
69,13348;118,3683;M;23
68,62844;117,1061;F;21
65,0907;107,1077;M;20
66,98252;104,5822;F;27
68,60319;137,7396;M;30
71,20318;127,5626;F;27
67,03676;116,6844;F;21
66,41179;115,3066;F;27
66,68877;127,3655;F;22
69,89705;138,6612;F;21
68,88841;120,0867;M;31
68,53916;124,4342;F;24
68,01568;126,3073;F;21
68,68683;134,0053;F;24
65,40277;128,8785;F;23
68,67509;124,1615;M;27
67,4067;123,0948;M;30
67,17129;117,9041;M;24
65,59616;115,5202;F;22
68,67567;149,735;M;23
70,48483;137,5004;F;20
68,51527;129,2966;F;25
67,69421;127,8233;F;20
66,9375;131,2734;M;24
67,81;134,0172;F;24
64,04524;104,574;M;23
67,23027;117,1627;M;23
72,83977;134,8802;M;21
67,47092;119,7091;F;22
65,71528;129,7431;F;23
71,92649;124,2943;M;20
70,05502;131,3468;M;20
67,87492;132,6076;F;28
66,50503;119,4857;F;20
66,91365;132,5616;F;18
67,88395;128,4869;M;23
66,72951;140,1601;F;23
68,50989;127,1386;F;21
66,02751;116,4385;F;18
65,83821;133,1072;M;23
66,03926;113,465;F;26
70,46449;121,1387;F;20
67,62774;139,2346;M;23
67,34629;139,7259;F;20
68,28918;135,4869;M;20
66,68415;131,9723;F;22
67,9826;140,5009;M;24
68,07289;129,6271;M;21
69,451;131,9335;M;18
69,86608;153,0546;F;21
68,37755;135,7714;F;18
68,6245;141,193;M;20
66,61664;132,7202;M;28
70,06392;145,6707;M;20
69,15142;118,9946;M;20
68,98655;141,885;F;25
68,9009;132,7891;M;32
68,21302;120,9478;M;18
66,3911;120,5331;F;21
66,83657;120,8557;M;24
66,48676;128,8555;F;25
67,74059;124,7659;M;24
68,18607;128,0024;F;23
69,87665;113,3553;F;21
67,0486;122,6413;M;24
67,27659;102,4448;M;28
66,51091;119,3634;F;18
68,91221;131,2366;M;23
65,68233;110,3737;F;23
72,45968;133,0092;M;21
68,18543;130,0549;F;24
69,14627;149,4217;M;21
66,64452;128,6803;M;22
69,28048;141,1256;M;21
64,94449;117,1219;F;20
67,63184;129,0595;M;21
69,17876;118,432;M;28
68,17164;119,7833;F;21
67,87229;129,1417;M;25
66,08932;116,2913;F;23
68,80233;130,847;F;24
67,47177;124,7299;M;24
69,04627;134,744;F;26
65,53588;135,9945;M;23
66,41675;118,6227;F;29
70,97724;143,0605;M;20
70,31771;126,9513;M;20
68,63439;123,4122;M;24
66,04782;128,4055;M;21
68,97705;141,9362;F;22
68,91452;133,6861;M;23
67,87146;107,1111;M;25
67,37218;133,1697;F;25
66,3178;118,4692;M;27
66,48568;117,9041;F;24
69,2381;132,462;M;22
67,2139;132,6842;M;23
68,50477;134,123;F;24
63,66317;136,7526;M;22
66,32945;110,6483;M;22
67,10945;123,3761;F;26
70,02339;132,8187;F;25
66,06018;115,8997;F;22
68,59984;106,3343;F;26
67,16997;133,2448;F;24
68,15961;126,2497;F;22
67,9255;136,4886;F;23
68,24803;131,2595;F;22
68,63838;126,5846;F;24
67,30494;119,9612;M;18
68,54865;134,5564;F;25
68,53894;133,6246;M;26
68,78754;122,2611;M;18
69,70884;135,1988;M;21
65,90638;125,9987;M;20
70,37854;129,9166;M;20
70,70388;139,938;M;22
67,22265;114,1903;M;23
69,80605;131,4128;F;22
67,97377;115,0723;F;23
69,83246;129,3358;M;25
69,33122;127,4932;F;23
68,67805;125,6517;M;23
69,58794;131,1589;F;24
68,42502;124,2701;F;31
67,69161;113,9616;F;25
70,2256;145,9646;M;30
70,04402;139,6768;M;20
67,95373;139,5456;F;21
68,3128;121,7718;F;18
68,40937;122,1585;M;20
66,4482;133,4419;M;23
65,28092;124,6637;M;22
68,09486;128,0449;F;23
66,70524;120,472;F;24
65,41192;117,5336;M;26
65,85663;135,9652;F;18
70,74685;149,2883;M;22
69,57387;117,9533;M;27
68,94783;128,49;F;25
68,47448;126,3915;F;24
71,04807;152,0604;F;18
67,63577;124,4287;F;32
65,52926;134,8985;F;24
66,79635;119,705;F;23
67,76397;141,058;F;22
64,71368;120,2188;M;23
66,01498;109,751;M;23
69,09526;128,5564;M;21
69,5558;117,3931;M;27
70,0715;137,8603;M;20
67,86641;126,4714;M;24
70,0659;152,4405;F;26
68,80896;115,4877;M;26
68,08706;121,7255;F;21
69,52669;136,2363;M;18
67,03169;119,8095;M;21
65,28391;103,4991;F;21
69,47478;140,6912;F;20
66,37838;118,5934;F;26
66,31288;123,2614;M;32
71,26059;139,1393;F;23
64,42409;127,9856;F;26
67,46592;129,3959;F;31
69,28848;132,1143;F;24
69,92655;121,1621;M;30
67,78948;131,155;M;25
64,45606;111,9183;F;18
69,29649;141,9219;M;21
67,70022;118,3203;F;21
64,05875;112,507;F;18
65,87971;107,3144;M;20
64,19588;111,4285;F;23
67,50863;124,7257;M;26
71,16467;146,5501;M;21
68,71092;109,9617;F;22
67,60347;138,4381;F;32
67,1752;117,9673;F;24
68,9361;128,3238;M;21
71,93971;145,1521;F;20
67,45158;127,374;F;18
68,4984;127,2154;M;28
66,04641;131,7895;F;24
69,16729;135,4433;F;24
66,9408;130,642;M;23
71,99802;149,8457;F;26
66,92567;121,6816;F;23
68,41449;120,9509;M;39
68,01572;105,1644;M;24
70,20919;139,4911;F;21
67,59821;124,802;M;22
71,51942;129,1836;M;18
67,61313;128,6954;M;28
68,63738;128,6178;M;24
65,69314;105,1192;F;21
70,04372;137,0862;M;22
66,35456;122,6138;M;23
67,49569;139,7088;F;24
63,92701;111,9422;F;21
67,44722;120,0132;M;20
69,96202;100,6786;M;21
68,80541;121,0008;F;23
67,75075;114,8156;M;24
69,7042;126,8603;F;25
69,64501;120,8241;M;24
69,39123;130,6514;M;22
68,9035;134,7614;M;31
66,30156;103,3628;F;22
65,82235;137,0039;F;22
66,6285;122,64;F;29
65,68185;126,536;M;24
70,3089;143,4456;F;20
71,60372;129,4984;M;25
70,64766;125,3179;M;24
69,25148;137,409;F;21
67,11941;134,9583;M;22
62,681;113,2199;F;23
69,29774;136,554;F;25
68,59213;125,7968;M;26
70,21639;126,2265;F;25
69,27237;126,6931;F;20
67,47561;133,393;F;20
67,10278;142,9183;M;21
68,97598;136,8493;M;18
68,87987;135,7244;F;29
62,51831;124,7827;F;22
70,16181;133,7963;F;20
70,11142;129,0453;M;20
71,00201;127,2179;F;21
68,83197;126,4874;M;25
65,55569;113,4283;F;21
69,18478;114,7062;F;25
67,17728;130,403;M;20
67,96749;116,2167;M;20
63,09629;109,8718;F;24
67,81887;125,685;M;20
72,54256;140,8276;F;23
68,38361;114,9645;F;28
66,57869;127,7382;F;18
72,07371;137,6268;F;23
66,14913;118,2779;M;21
68,70572;113,5148;F;22
69,16225;144,8836;F;30
69,46824;112,4765;F;25
66,60941;100,0013;M;25
65,79111;117,3869;M;20
65,76647;112,3201;F;18
67,22625;132,7827;M;21
69,2736;120,489;M;21
68,47907;128,7633;M;20
70,22812;138,8851;M;24
66,46453;125,1114;F;24
67,97522;125,1482;F;24
68,8071;120,3047;F;21
68,32443;118,6195;M;30
69,47959;126,1822;F;22
68,03194;137,12;F;36
69,48829;139,8606;F;23
69,37585;112,6907;F;26
69,23615;121,2323;M;25
68,69017;131,3072;F;21
71,45863;139,9082;M;20
67,39093;122,1571;F;21
68,53211;134,3921;F;21
70,2828;127,9534;M;20
67,65305;110,9933;M;18
67,20857;123,4236;M;22
66,31937;106,9169;F;22
63,79425;115,0191;M;22
69,65965;132,1418;M;24
68,64995;128,8615;M;20
67,3593;122,2451;F;24
70,33984;131,6924;M;24
67,34878;118,4924;M;24
66,86827;114,3971;F;27
69,52901;127,1832;M;18
68,90152;147,9446;F;20
70,01268;142,4176;F;27
70,59863;145,8138;F;24
68,57766;141,3239;F;28
64,83389;98,21334;M;23
65,52077;120,3068;M;23
64,95625;119,2154;M;20
66,30334;124,0317;F;18
69,48549;106,2442;F;26
69,49559;132,4523;F;31
68,81243;125,2854;M;25
69,2587;136,2841;F;25
67,39374;134,3775;F;23
70,86215;127,6207;M;18
65,80325;130,9248;F;22
64,61694;130,3277;F;23
70,18644;141,1758;F;23
65,12985;145,219;F;25
66,26916;122,1385;F;22
67,64688;135,0033;F;20
70,90986;129,1092;M;25
68,94223;140,3829;M;20
69,88886;113,3361;F;24
67,5314;138,2173;F;25
65,13228;118,1327;F;23
68,75247;126,3602;F;22
66,64471;114,0659;F;23
65,97446;120,8874;F;28
68,73431;130,3753;M;24
65,67938;131,3553;M;21
65,55778;115,0373;M;24
67,69354;127,2255;M;25
66,82119;114,3377;F;23
68,46759;131,2031;M;18
68,89698;134,2954;F;21
65,08409;115,3981;F;21
71,76925;117,198;F;25
69,8877;124,6225;F;21
64,86973;126,3919;M;27
70,09753;141,5936;M;23
67,35945;130,7049;F;20
68,02039;144,4665;F;25
66,73404;128,6324;F;20
65,62875;127,3425;F;20
65,79502;116,3517;M;25
70,61392;129,3511;M;22
71,74355;123,4305;F;21
67,49866;131,0747;M;23
66,33294;120,6984;F;21
67,92479;134,5304;F;20
68,63009;131,2724;M;22
67,10296;113,8506;F;22
64,19394;104,6135;F;22
70,73008;125,7546;M;25
63,13516;118,8045;F;22
69,24981;129,8799;F;26
64,52242;119,4434;F;18
66,36544;126,2793;M;23
67,62992;125,1355;F;20
67,45805;123,2317;M;20
68,97952;122,3737;M;25
66,40492;126,2988;M;24
68,53298;131,8284;M;20
65,28708;111,5392;F;27
68,17779;149,5809;F;28
68,97437;120,1771;F;20
70,55554;129,7295;F;27
68,91172;121,2899;F;23
68,38275;127,8957;M;24
70,31738;114,6335;F;21
67,88363;140,9839;F;20
67,42592;98,99675;F;20
70,05856;129,2721;M;20
70,19548;145,6526;F;21
66,16502;104,1451;M;24
66,37637;128,7241;F;29
69,99829;130,8869;M;22
68,99134;146,4337;F;21
68,94388;139,6823;F;22
64,99491;123,3346;F;22
69,11084;125,0166;F;24
67,93461;116,0817;M;20
67,01411;134,6481;M;26
65,32575;141,6096;F;24
71,45383;134,6091;M;27
68,01152;124,4252;F;26
64,87885;112,5545;F;26
68,14952;119,4716;F;18
66,66531;116,4358;M;23
68,66471;123,5617;M;27
67,38528;123,4536;F;28
68,49113;120,9934;F;25
66,78587;110,6601;M;24
69,2274;115,8926;M;20
65,96948;127,8767;M;18
66,35522;121,45;F;23
68,54128;131,7424;M;27
66,11305;102,6734;F;25
68,28863;112,3732;F;20
67,43632;121,4337;M;20
66,10499;109,3116;F;21
68,51568;127,1865;M;29
67,35712;122,5386;M;18
65,67569;132,4576;F;33
66,88722;133,6719;M;24
65,12152;121,4696;F;25
68,6178;126,8987;M;23
66,13103;113,5217;F;21
70,83591;137,3996;F;21
68,90076;145,7439;F;21
66,21815;129,6257;F;30
68,06749;133,4515;M;21
68,34053;126,9106;M;28
68,80582;137,9986;F;21
67,06065;116,3153;F;23
66,06083;111,4023;F;25
62,72779;117,2561;M;23
71,20406;125,0336;F;20
67,21888;124,9911;F;26
65,65855;111,0068;F;20
68,06644;125,4116;F;32
70,10401;139,2201;M;20
66,70493;120,9451;M;20
67,71756;131,8942;M;25
62,67446;110,0678;M;20
65,29473;106,2219;M;23
67,20517;119,7847;M;27
67,29519;144,4307;F;20
68,44048;133,3402;M;20
70,78181;146,3325;M;22
66,39307;128,1566;M;21
67,24037;112,4023;F;34
69,33963;140,6288;F;23
65,37485;118,4317;F;22
71,49449;124,4993;M;25
70,83151;133,3373;M;22
66,24703;113,0378;F;28
65,2573;113,6279;F;20
65,20991;125,9694;M;20
69,1082;126,4711;M;21
71,14384;125,8373;F;22
66,79003;128,9918;M;18
69,31011;153,4923;M;21
64,90285;132,3529;F;23
65,45378;114,0868;M;27
69,28697;119,7079;F;22
65,5537;112,4582;F;22
69,72966;137,5734;M;24
67,05884;115,0583;F;23
70,02535;133,1753;M;25
71,40333;143,8659;F;22
65,19703;126,4798;M;24
66,57693;122,7911;M;20
69,39658;134,2674;M;26
68,44566;124,6497;M;28
72,74185;122,6723;M;21
67,46665;134,8106;M;25
72,08529;148,5511;F;24
66,51478;134,3474;F;18
68,49908;137,7086;F;23
69,51313;140,3623;F;21
72,67841;160,6777;F;21
64,87969;117,6116;M;29
66,81518;131,5526;F;22
64,11176;128,3093;M;24
70,18729;127,4651;M;30
64,37983;111,3805;M;22
67,80292;128,6796;F;24
69,3405;129,3896;F;21
65,40457;132,2629;M;24
69,5795;139,6768;F;24
66,21928;113,7115;F;22
65,52875;102,465;M;22
66,81484;136,6555;F;25
67,08464;126,9116;F;23
66,42219;133,5132;M;24
64,69989;107,3891;M;22
67,27032;124,3337;F;24
66,53975;113,5752;M;20
68,78295;132,6993;M;22
68,09623;129,5183;M;23
65,65343;108,2289;M;25
67,29559;129,9961;F;22
70,47152;141,2098;M;18
68,77322;139,9161;M;24
67,3118;134,2859;F;35
71,43053;132,9983;M;18
69,27809;137,9838;M;18
68,6156;122,2664;F;26
70,38529;144,5917;M;25
68,90408;113,6984;F;23
69,956;137,618;F;24
69,08083;126,6975;M;22
68,58346;127,6423;F;20
69,55913;135,0345;M;22
67,87572;131,5021;F;20
68,04456;125,3529;M;20
69,61629;130,6801;F;25
67,38283;126,7602;F;21
70,06792;133,7293;M;20
65,72838;126,3271;F;18
68,66827;120,6609;M;25
69,23921;144,166;M;22
67,60529;127,6045;F;24
67,02823;130,9427;F;28
68,52986;130,1434;F;25
68,06148;132,0809;M;26
69,89291;121,0481;F;20
69,95674;127,3249;F;20
71,36783;126,4851;M;21
71,02923;132,704;F;20
67,45478;124,9489;M;23
65,64995;111,3464;F;21
70,54974;118,2128;M;18
64,73194;127,1272;F;22
68,39661;126,2186;M;20
66,75958;141,6033;F;23
70,36383;143,4256;M;20
68,07707;121,5943;M;24
70,95278;154,5036;F;30
65,56764;123,9059;M;26
69,43223;106,3676;F;22
67,31171;126,8754;F;21
70,92227;133,0625;F;31
68,71388;121,1249;F;20
66,50874;132,745;M;21
70,26147;130,0088;F;18
67,16654;111,1425;F;23
70,24561;120,9162;F;18
69,63362;131,7987;F;30
66,23707;119,442;F;22
69,83489;125,9842;F;20
68,70037;130,8307;F;23
69,63254;139,143;F;23
70,99486;134,7143;F;24
70,68998;149,3115;F;20
69,36635;123,4528;M;24
68,13314;116,9677;F;21
70,79422;120,9634;M;24
66,18385;97,99029;F;21
69,42133;141,0527;M;23
69,01491;117,6252;F;20
67,27059;124,4138;M;23
68,88229;143,9361;M;23
67,33816;125,2068;F;20
68,66516;142,6448;M;23
66,22914;129,1967;F;23
68,76597;122,474;F;24
69,53247;115,2221;M;20
71,49026;142,5817;F;21
66,50972;133,654;F;26
67,81402;123,1049;F;32
65,24439;121,9487;F;22
66,01804;100,4529;F;20
65,48158;116,1882;M;20
68,16192;125,732;F;18
65,02381;134,4425;M;20
66,88569;130,0115;M;20
67,39995;96,39088;F;29
65,66171;109,2462;F;20
67,95512;127,9877;M;23
63,62623;110,8507;M;23
69,18472;108,1881;F;21
66,551;105,7101;M;21
69,236;110,3032;M;21
69,26426;117,98;F;22
65,99389;122,8317;M;27
71,73307;125,3396;F;22
66,45155;115,4263;F;22
66,39266;136,1279;F;21
66,81631;127,1059;F;21
67,89039;124,9759;F;27
67,84615;121,3787;M;22
69,36484;134,7724;F;21
64,37297;123,659;F;18
72,89808;138,8161;F;26
66,99569;116,2376;F;18
71,71415;134,3653;M;23
70,09297;135,7937;M;20
68,57037;144,2014;M;20
69,00022;135,0503;M;26
69,20893;120,8345;M;22
69,46547;133,6304;M;28
70,79127;130,4978;F;20
68,78851;118,4584;F;24
67,9302;135,4705;F;20
66,4848;126,2168;M;21
65,27146;101,3705;M;23
65,50771;98,70684;F;22
67,43981;115,5729;F;21
69,16119;151,2058;M;27
67,83732;115,3943;F;20
66,49751;131,5375;F;22
68,69063;116,851;F;20
67,40924;142,2469;F;23
68,69726;128,5186;F;22
67,12827;119,2494;F;22
69,57438;125,2213;F;24
70,35553;127,9276;M;20
71,02956;136,2053;F;22
67,01715;119,3356;M;18
71,66632;140,0392;M;22
68,14304;104,2278;M;21
69,90342;145,7605;M;24
68,65728;118,4992;F;23
67,86381;110,3406;F;23
67,60299;124,9038;F;24
68,42162;143,2337;M;20
64,29405;111,3888;F;20
70,25668;130,9311;M;20
66,92782;117,0246;F;26
68,13117;112,2702;F;18
68,47671;125,9732;M;29
70,70443;130,0618;F;26
72,47871;139,4575;F;20
66,60089;121,3741;F;31
69,52894;128,6671;F;21
69,51429;138,8626;F;20
69,13138;146,1917;M;22
66,80915;128,2992;F;21
66,95452;127,1524;M;21
65,57553;132,8521;M;18
66,99722;122,4956;M;22
68,06291;141,5624;M;21
67,13541;149,8053;F;18
68,78744;140,3871;F;23
70,39841;127,7709;M;24
67,16952;112,1317;M;20
67,6426;125,1871;F;18
68,62432;131,5505;M;28
66,98255;129,8261;F;25
71,15912;143,7729;F;26
67,55843;130,0446;M;25
68,20677;131,9831;M;24
66,78195;129,1513;M;34
64,70211;117,9549;F;23
66,24742;118,3215;M;24
67,50724;111,2721;M;24
70,38629;132,532;M;22
66,2864;138,8554;M;20
66,4173;110,4561;F;25
67,91435;120,5977;F;24
66,42833;130,4869;F;21
70,51451;144,908;F;24
69,22832;117,2825;F;22
67,99826;122,5487;M;30
69,65771;140,1853;F;21
72,16883;136,178;F;20
69,49369;118,7416;F;20
64,38605;113,8126;M;18
64,55094;114,6945;F;20
68,23747;112,8025;F;23
68,02698;117,2349;F;22
66,43047;95,71513;M;24
69,86725;148,5763;F;22
66,96093;111,8249;M;21
68,82789;125,2561;M;25
66,90197;129,6533;F;20
67,30931;126,2076;M;26
67,52133;123,9019;F;22
66,81174;137,8045;F;26
65,82295;120,199;M;25
71,38764;144,7086;F;22
65,35643;115,5945;F;24
63,25179;105,0179;M;28
65,59107;122,5182;M;26
67,78908;137,9392;F;23
68,61336;118,2248;M;20
66,90249;117,65;F;18
70,02504;139,5716;F;25
66,22555;127,3096;F;23
67,74102;142,398;F;20
68,8943;131,6782;M;22
69,12125;133,2563;F;18
67,44687;123,1274;F;25
67,65991;120,3186;F;24
70,9585;131,0829;F;22
71,92717;154,1861;F;20
67,29513;132,4132;M;24
63,95244;124,3648;F;20
69,83187;136,9095;M;30
68,37524;114,5381;F;22
67,95803;144,8281;F;21
66,57707;123,9629;F;18
67,72062;141,1541;M;26
63,92725;106,6814;M;22
69,46167;129,6969;F;18
68,83466;131,4672;F;25
65,94714;127,9311;F;22
65,75023;127,4329;F;21
70,47518;139,0174;M;23
64,98932;115,5069;M;32
67,41353;127,8081;M;22
68,38407;122,2271;M;24
70,05637;143,8614;M;32
67,06958;100,1749;F;18
69,09877;125,7953;M;23
65,96505;110,9834;F;20
66,57586;114,8681;F;24
67,29729;125,7866;F;24
71,21423;139,5315;F;20
68,14138;125,3772;M;20
68,34001;132,0128;F;24
65,93383;132,1972;M;23
66,30774;108,1026;F;18
67,08573;110,2558;F;25
67,53056;117,9915;F;22
68,0261;115,7176;M;24
68,80557;108,2525;F;31
67,85261;124,1566;F;22
69,57975;134,4556;M;20
65,34904;102,2823;M;22
66,65974;100,292;M;20
70,67149;141,6346;M;18
70,13532;136,6807;M;24
67,42062;114,6369;F;24
69,4708;114,7699;M;23
67,6276;135,9559;F;23
67,18211;131,4971;M;27
64,45811;125,6963;M;22
68,95735;122,046;F;22
67,64248;129,1718;F;23
64,83179;112,8573;M;20
69,27039;129,563;M;23
66,83193;117,5062;F;23
72,23485;151,5014;M;20
65,01063;95,82746;F;31
68,34214;126,7129;F;21
66,62156;130,1081;F;22
67,08814;133,7359;F;20
69,05202;128,0624;F;26
68,23454;133,8401;F;22
68,37516;135,1791;F;23
67,03833;138,5621;F;23
70,80541;132,8961;M;21
66,73256;141,7823;F;22
65,72028;108,2124;F;22
66,41974;111,5486;M;32
67,57764;134,0803;M;25
69,56328;129,1637;F;20
67,62709;121,1408;M;23
65,16098;122,078;M;23
67,20458;130,3198;F;21
69,59194;127,5957;F;21
64,89401;112,6321;F;27
68,35388;126,5067;M;24
65,82881;124,3733;F;21
66,1868;126,2654;F;24
70,32643;129,9479;M;20
64,06977;116,5794;F;21
67,1713;112,1838;F;25
64,92458;130,1598;M;20
67,43431;133,5765;F;21
68,82895;118,8026;M;23
69,06337;119,7953;M;24
69,7271;129,4766;F;24
66,43212;124,0251;M;24
67,83192;129,6701;F;24
65,52728;119,5522;M;21
69,47555;149,9544;F;24
65,88912;120,1125;F;18
70,92408;140,4445;M;30
63,47126;100,7746;F;22
65,04097;136,9673;M;21
67,16204;130,3048;F;25
69,37409;106,5867;F;30
69,74416;130,6283;M;21
68,68581;135,8803;F;21
67,24642;117,1742;M;25
65,07326;105,7219;M;22
67,29306;124,5546;F;22
69,81604;127,0576;M;30
70,51899;121,0529;F;21
66,6253;131,1694;M;20
66,89401;121,1997;M;22
67,80165;105,2037;F;22
67,97818;130,5677;F;21
67,01481;118,6079;M;20
64,61004;120,3031;F;23
66,19053;108,752;F;20
68,07234;123,3461;F;22
67,97208;111,8923;M;18
64,15535;128,6441;M;30
69,75831;120,5173;F;26
64,32257;104,5157;F;20
69,32868;128,1567;F;37
71,4743;152,8868;M;21
64,42866;107,8894;F;29
68,0485;139,8643;F;18
68,41135;124,3541;F;20
69,90011;133,7566;F;22
68,02798;134,4956;M;22
71,979;152,6473;F;23
67,06678;114,378;M;22
67,47195;143,9362;M;21
65,75596;123,9509;M;21
69,11893;117,6573;F;26
69,61776;128,4215;F;21
64,42529;93,4895;F;23
68,86031;124,3513;M;23
71,35262;149,7034;M;25
65,26951;109,6937;M;21
67,07489;116,9079;M;21
67,17127;131,3436;F;25
65,73213;94,24776;F;23
68,68319;133,4584;M;20
69,1054;105,3497;M;20
68,04565;120,0355;F;23
69,40605;128,4936;M;22
71,15081;154,0204;F;30
67,57653;124,0439;F;31
66,19606;113,86;F;27
67,87278;147,5407;M;29
65,36336;139,1989;M;20
69,80543;155,6269;M;28
66,64909;119,51;M;26
68,84986;128,6154;F;25
69,83458;135,5907;M;25
65,32506;119,5717;M;20
64,73504;130,5975;F;23
63,47841;100,2383;F;21
69,27949;144,9208;M;24
68,85303;130,5177;F;28
66,69499;106,0517;F;20
64,29055;124,4514;F;20
66,35597;128,4833;F;24
69,72637;122,6604;M;21
66,76502;121,0101;F;22
68,47077;136,9773;M;22
71,66733;157,2045;M;22
70,31301;134,2708;M;21
67,27406;125,2117;M;21
69,53611;153,2106;F;23
72,7748;152,2564;M;24
69,75516;131,9829;F;20
69,31731;113,889;F;23
67,59655;113,7564;F;26
68,80522;126,4774;F;32
66,10887;105,4664;M;24
66,65045;116,9397;M;25
69,55086;155,5237;F;23
70,22757;145,7376;M;24
68,77158;129,6204;M;22
69,14943;141,3192;M;23
65,67652;115,6393;M;24
68,16672;107,975;M;24
67,61212;123,8621;M;22
70,24321;125,2896;F;18
69,19034;141,7787;M;20
68,81631;131,713;M;22
66,33019;114,6571;F;22
67,42121;139,7828;F;23
67,57223;122,4153;F;22
64,35103;132,7265;F;21
68,57516;134,564;M;25
67,05546;117,4663;F;24
68,09799;124,307;F;27
71,57853;117,4121;M;25
70,06625;149,8354;M;23
65,68016;124,5133;F;30
66,07335;112,1744;F;28
67,57426;104,5494;M;24
67,15108;122,4038;F;31
69,04551;132,6149;F;24
69,20252;145,5692;F;26
69,71079;128,8631;F;24
65,29563;113,4145;F;21
63,64036;120,7483;M;20
67,44444;121,6074;M;24
67,26357;155,4769;F;22
69,67211;150,7134;M;27
69,49824;128,3236;M;26
69,39577;132,9491;F;21
69,61772;128,1457;M;24
66,95073;125,8741;F;23
65,10061;101,0707;F;25
70,60484;133,2398;F;25
69,8036;132,7216;M;23
64,08148;119,2167;M;23
71,7491;132,2534;M;25
69,86149;138,9225;F;28
70,57948;121,235;M;25
69,3868;107,0816;M;24
73,40755;129,8191;F;22
67,11939;121,4565;M;24
66,20766;120,7871;M;28
68,55431;121,6152;M;27
66,19609;112,1678;M;21
69,9654;142,061;M;18
69,29187;129,3865;F;29
67,8538;114,4474;F;23
67,96589;141,6129;M;22
68,55128;123,8771;F;32
68,75419;123,9171;F;21
66,55678;134,4236;F;21
70,59726;130,2703;M;30
67,02605;119,901;M;24
67,41396;116,1679;F;27
69,19909;117,1203;F;24
70,80766;144,2022;M;23
67,60947;110,2511;F;21
69,04609;124,0725;F;21
66,42537;134,0266;F;22
67,11748;107,6576;F;21
66,28992;104,2723;M;22
70,27361;139,0315;M;20
67,69712;129,6555;F;23
66,85592;143,7988;M;28
67,61554;140,8081;F;18
70,14128;137,2464;F;21
71,05634;116,9411;F;20
63,38973;128,9919;M;21
71,79649;132,8951;F;24
64,87538;108,4584;M;21
66,64629;124,3705;F;24
66,66731;122,7419;M;29
67,36005;132,1815;M;25
67,78648;141,9301;F;22
67,65562;122,0912;F;22
67,99457;120,7194;M;23
67,20666;131,022;M;20
67,66445;111,1134;F;20
70,7897;124,2387;F;25
65,60275;113,6259;M;21
68,78444;141,7825;F;25
69,97289;154,4117;F;27
72,88631;139,0747;M;22
68,47303;134,9762;F;20
66,79608;136,3316;M;21
67,30746;136,4466;F;22
69,2924;137,9162;M;24
68,29249;140,8264;M;23
69,01065;125,7044;M;19
67,85167;123,1633;F;24
66,52291;119,8779;M;20
70,28503;135,5849;F;20
67,77965;138,1189;M;18
67,25897;117,2646;F;18
67,54277;121,0405;M;18
70,06108;149,2393;F;26
69,45781;134,1714;F;23
67,635;116,5934;F;23
68,97276;118,5913;F;22
66,28357;129,9358;F;22
69,75152;104,6822;M;21
69,41999;127,9808;F;22
71,06858;152,1248;M;27
68,33582;139,4499;F;27
67,11634;132,4605;M;18
67,48548;107,1629;M;20
65,88513;120,3014;M;22
65,8286;102,3607;M;21
69,15262;129,2947;F;20
67,73971;132,0791;M;20
68,31863;133,1632;M;26
65,14074;117,8809;F;23
66,25327;120,4461;F;21
67,28113;113,3187;F;21
71,26882;129,5776;F;21
67,2513;122,3783;M;28
66,43889;121,4343;F;28
66,84667;107,9407;F;23
69,75759;140,9194;M;22
69,0673;133,6173;F;28
69,65999;130,2559;M;21
68,93677;125,3045;M;23
67,15994;108,8491;F;22
69,39921;130,7668;F;24
68,34672;135,8604;M;23
70,51145;135,0087;M;21
69,48508;123,7083;M;20
66,907;100,1432;F;21
68,13199;121,5932;M;23
71,29192;138,1298;M;20
70,21849;118,867;F;24
68,53744;148,6424;M;22
68,98262;118,1685;F;21
67,2414;133,1376;F;23
68,87922;123,4291;F;21
