Indice,Altura,Peso,Sexo,Idade,IMC
18748,1.76,75.3,F,24,24.4
18749,1.71,71.1,F,26,24.3
18750,1.7,69.1,F,24,23.9
18751,1.78,69.1,F,21,21.7
18752,1.69,65.3,M,20,22.9
18753,1.77,82.4,M,24,26.2
18754,1.73,67.5,F,22,22.4
18755,1.75,67.7,M,27,22.1
18756,1.82,78.7,M,26,23.8
18757,1.65,53.7,F,21,19.8
18758,1.73,80.4,M,24,26.8
18759,1.73,67.1,F,23,22.3
18760,1.81,68.1,F,25,20.8
18761,1.8,76.9,F,25,23.8
18762,1.81,78.2,M,23,23.8
18763,1.81,72.9,M,23,22.2
18764,1.72,74.6,M,25,25.1
18765,1.75,74.7,F,28,24.3
18766,1.67,69,M,25,24.7
18767,1.8,77.5,M,24,23.9
18768,1.77,69.5,F,22,22.2
18769,1.72,69.8,M,24,23.6
18770,1.72,70.1,M,28,23.6
18771,1.66,71.5,M,27,25.9
18772,1.76,75.2,M,21,24.3
18773,1.7,68.9,M,18,23.7
18774,1.71,70,F,29,24
18775,1.71,71.5,F,23,24.6
18776,1.73,66.2,M,22,22.1
18777,1.73,57.5,F,32,19.3
18778,1.68,67.1,F,21,23.7
18779,1.73,65.7,F,21,21.8
18780,1.74,77.9,M,30,25.9
18781,1.65,66.1,M,24,24.3
18782,1.74,69.8,F,27,23.1
18783,1.72,62.2,F,24,21
18784,1.77,74.4,M,23,23.8
18785,1.72,66.4,F,21,22.5
18786,1.69,69.3,F,21,24.3
18787,1.73,59.3,F,22,19.8
18788,1.76,71.2,F,21,22.9
18789,1.74,66.3,M,22,21.9
18790,1.66,66.1,M,20,24
18791,1.74,70.3,F,23,23.3
18792,1.66,69,M,28,24.9
18793,1.73,68.8,F,18,23
18794,1.71,70.7,F,21,24.3
18795,1.74,65.9,F,20,21.7
18796,1.65,76.6,M,21,28
18797,1.79,71.5,F,24,22.3
18798,1.68,62,M,21,22.1
18799,1.76,66,F,24,21.2
18800,1.62,63.7,M,29,24.2
18801,1.74,68.8,M,25,22.7
18802,1.68,59,F,22,20.8
18803,1.81,70.2,F,22,21.4
18804,1.7,63,M,23,21.8
18805,1.72,64.7,M,20,22
18806,1.73,55.4,F,20,18.5
18807,1.7,70.7,F,25,24.5
18808,1.73,68.6,M,21,22.8
18809,1.77,75.4,F,25,24.1
18810,1.78,77.9,F,27,24.7
18811,1.73,68.1,M,22,22.7
18812,1.75,63.8,F,20,20.8
18813,1.75,66.5,M,21,21.7
18814,1.76,72.5,F,22,23.5
18815,1.68,73.9,M,24,26.2
18816,1.74,66.4,M,23,22
18817,1.68,61.3,M,18,21.8
18818,1.74,63.3,F,24,20.9
18819,1.74,73.9,M,20,24.5
18820,1.72,61.1,F,20,20.6
18821,1.83,70.6,M,18,21.1
18822,1.72,76.2,F,18,25.7
18823,1.68,73.5,M,18,26.1
18824,1.79,68.2,F,26,21.3
18825,1.75,64.1,F,23,20.9
18826,1.69,63.6,F,23,22.3
18827,1.76,73,F,22,23.6
18828,1.66,73.6,F,22,26.6
18829,1.72,68.9,M,21,23.3
18830,1.75,69.7,F,22,22.9
18831,1.75,69.3,M,27,22.7
18832,1.64,66.2,F,27,24.7
18833,1.7,73.6,M,18,25.6
18834,1.73,72.4,M,20,24.3
18835,1.72,77.6,M,22,26.2
18836,1.71,73.5,M,21,25.3
18837,1.66,64.2,F,20,23.2
18838,1.75,65.4,M,20,21.3
18839,1.76,70.2,M,26,22.8
18840,1.79,70.8,F,23,22.1
18841,1.65,65.5,F,21,24.1
18842,1.83,75.1,F,21,22.5
18843,1.65,66.1,F,21,24.1
18844,1.73,63.7,M,28,21.4
18845,1.67,57.2,F,28,20.4
18846,1.8,70.8,F,23,21.9
18847,1.8,80.3,M,22,24.8
18848,1.76,74.9,F,28,24.2
18849,1.76,70.3,M,21,22.6
18850,1.61,65.9,M,23,25.4
18851,1.68,62.2,F,22,22
18852,1.72,64.3,F,24,21.8
18853,1.72,74.7,M,23,25.2
18854,1.77,64.4,M,21,20.4
18855,1.8,74,M,20,23
18856,1.66,62.1,F,21,22.6
18857,1.77,75.1,M,23,24
18858,1.69,71.9,M,20,25.1
18859,1.74,60.4,F,24,19.9
18860,1.69,66.1,M,22,23.3
18861,1.65,56.9,F,21,20.9
18862,1.68,59.7,F,23,21
18863,1.77,80.3,F,21,25.5
18864,1.61,55.2,F,23,21.2
18865,1.69,64.7,M,24,22.6
18866,1.76,69.5,M,20,22.4
18867,1.67,70.5,F,21,25.2
18868,1.67,64.5,M,23,23.2
18869,1.68,67.3,M,22,23.7
18870,1.69,71,M,22,24.9
18871,1.76,71,F,20,22.9
18872,1.77,71.9,M,20,23.1
18873,1.72,67,F,21,22.6
18874,1.65,60.8,F,20,22.5
18875,1.71,63.4,F,18,21.6
18876,1.68,60.2,F,24,21.3
18877,1.74,66.8,F,32,22
18878,1.73,74,F,24,24.7
18879,1.66,65.9,F,25,24
18880,1.76,75.4,M,24,24.3
18881,1.84,69.3,M,21,20.5
18882,1.72,68,F,23,22.9
18883,1.65,72.6,F,33,26.6
18884,1.77,79.9,M,23,25.5
18885,1.76,79.6,M,23,25.7
18886,1.8,72,F,28,22.2
18887,1.72,59.7,F,20,20.3
18888,1.65,66.5,M,20,24.5
18889,1.82,72.1,F,23,21.8
18890,1.73,69.4,F,24,23.3
18891,1.74,72.9,M,23,24.1
18892,1.73,77.2,M,24,25.8
18893,1.74,79.5,M,20,26.1
18894,1.76,77.5,M,21,25.1
18895,1.75,72.3,F,24,23.6
18896,1.58,52.5,F,21,21
18897,1.82,73.6,F,24,22.3
18898,1.77,78.2,F,26,24.8
18899,1.79,73.4,F,26,22.9
18900,1.72,68.9,F,24,23.2
18901,1.74,73.3,F,23,24.3
18902,1.77,65.7,M,23,21
18903,1.77,74.8,F,20,23.8
18904,1.73,71.2,M,20,23.7
18905,1.71,77.9,M,21,26.5
18906,1.78,76.9,F,23,24.4
18907,1.71,72.3,M,21,24.7
18908,1.72,65.3,F,23,22
18909,1.69,72.4,M,23,25.3
18910,1.68,68.4,F,22,24.3
18911,1.66,66.3,M,20,24
18912,1.64,61.1,F,18,22.6
18913,1.72,77.3,M,26,26.1
18914,1.72,64.5,F,24,21.7
18915,1.71,63.8,M,18,21.8
18916,1.7,60.4,M,22,20.9
18917,1.76,70.8,M,26,23
18918,1.64,52.2,F,20,19.3
18919,1.62,62.8,F,18,24
18920,1.71,60.7,F,26,20.7
18921,1.69,69.2,F,21,24.2
18922,1.7,73.6,M,21,25.4
18923,1.64,64.5,M,23,23.9
18924,1.72,65.2,F,20,22.1
18925,1.7,61.3,F,21,21.3
18926,1.74,65.4,F,24,21.5
18927,1.65,60.5,F,24,22.3
18928,1.72,72.2,M,20,24.3
18929,1.8,60.3,F,21,18.7
18930,1.75,77.7,F,24,25.4
18931,1.62,62.9,F,20,23.9
18932,1.75,62.6,M,20,20.4
18933,1.75,69.7,F,24,22.7
18934,1.78,71,F,22,22.5
18935,1.75,67.4,F,22,21.9
18936,1.73,71,M,21,23.8
18937,1.76,71.1,F,21,23
18938,1.68,73.5,M,30,26.1
18939,1.7,70.6,F,27,24.5
18940,1.73,61.4,F,20,20.5
18941,1.7,71,F,24,24.7
18942,1.75,64.9,F,21,21.2
18943,1.76,66.8,F,18,21.5
18944,1.72,70.4,M,22,23.9
18945,1.76,74.3,F,24,23.9
18946,1.7,61.4,F,31,21.3
18947,1.75,66.8,M,23,21.8
18948,1.77,68.8,M,21,21.9
18949,1.74,69,F,18,22.8
18950,1.8,75.8,F,24,23.3
18951,1.75,66,F,20,21.7
18952,1.76,69.5,F,24,22.3
18953,1.73,73.6,F,24,24.6
18954,1.7,59.7,M,23,20.7
18955,1.62,53.5,F,24,20.3
18956,1.7,71.6,M,20,24.9
18957,1.75,74.2,F,18,24.1
18958,1.72,72.3,F,24,24.3
18959,1.71,61.2,F,21,20.9
18960,1.79,68.3,F,20,21.3
18961,1.78,70.6,F,21,22.2
18962,1.67,68.2,F,24,24.6
18963,1.78,62.4,F,26,19.7
18964,1.7,73.2,F,22,25.4
18965,1.85,80,F,20,23.4
18966,1.71,75.5,M,24,25.7
18967,1.77,73.7,F,24,23.4
18968,1.69,65.7,F,20,23
18969,1.65,68.3,F,25,25.1
18970,1.79,75.5,M,30,23.7
18971,1.69,72.2,M,26,25.2
18972,1.73,62.3,F,22,20.8
18973,1.75,82.3,M,23,26.8
18974,1.78,72.2,F,27,22.9
18975,1.8,67.2,M,22,20.8
18976,1.8,71.6,F,23,22
18977,1.76,69.3,F,20,22.4
18978,1.73,60.9,M,22,20.5
18979,1.67,59.9,M,20,21.6
18980,1.7,69,M,20,24
18981,1.69,53.9,F,26,18.9
18982,1.78,74.8,M,20,23.6
18983,1.81,86,M,23,26.3
18984,1.8,75.3,M,22,23.3
18985,1.76,69.7,M,29,22.5
18986,1.71,68.8,M,25,23.6
18987,1.68,66.2,F,21,23.4
18988,1.71,66.8,M,27,22.9
18989,1.77,78,M,25,24.9
18990,1.63,58.3,F,21,21.9
18991,1.8,74.1,F,20,22.9
18992,1.76,76.5,M,21,24.8
18993,1.8,75.1,F,20,23.3
18994,1.75,73.3,M,26,23.9
18995,1.72,71.1,F,23,23.9
18996,1.79,71.7,M,23,22.3
18997,1.79,69.6,F,22,21.8
18998,1.77,76.3,M,21,24.3
18999,1.7,67.5,M,26,23.5
19000,1.69,68.7,M,18,23.9
19001,1.71,58.2,F,22,19.9
19002,1.78,71.6,M,21,22.6
19003,1.69,67.8,F,33,23.7
19004,1.72,65.2,M,23,22
19005,1.72,63.4,F,18,21.5
19006,1.67,65.4,M,25,23.3
19007,1.72,66.5,M,20,22.5
19008,1.68,73.2,M,22,26
19009,1.79,74,F,23,23.1
19010,1.64,55.4,M,21,20.7
19011,1.76,71.7,F,21,23.2
19012,1.81,77.2,F,25,23.6
19013,1.85,76.1,M,21,22.2
19014,1.75,66.1,M,24,21.5
19015,1.71,67.2,M,21,22.9
19016,1.78,72.6,M,21,22.8
19017,1.72,73.4,M,22,24.8
19018,1.65,62.8,F,25,23.2
19019,1.75,80.1,M,22,26.2
19020,1.77,66.4,F,25,21.2
19021,1.67,75.1,M,22,26.9
19022,1.72,71.4,F,22,24
19023,1.71,69.9,M,21,23.8
19024,1.61,64,F,23,24.8
19025,1.77,71.4,M,21,22.8
19026,1.66,58.5,F,22,21.2
19027,1.69,62,M,20,21.6
19028,1.65,57.7,F,27,21.2
19029,1.78,69.2,F,22,21.7
19030,1.69,65.7,F,33,22.9
19031,1.68,61.2,F,22,21.6
19032,1.77,72,F,20,22.9
19033,1.66,64.5,F,21,23.5
19034,1.74,63.4,F,25,20.9
19035,1.66,68,F,21,24.7
19036,1.68,65.7,F,24,23.4
19037,1.73,74.6,F,27,24.9
19038,1.82,82.8,M,26,25.1
19039,1.69,62.5,F,22,21.7
19040,1.74,57,F,21,18.7
19041,1.73,72.5,M,22,24.3
19042,1.74,70.7,F,21,23.4
19043,1.77,80.4,M,24,25.6
19044,1.68,59.7,F,27,21.1
19045,1.7,66.1,F,21,23
19046,1.71,73.4,M,20,25.2
19047,1.71,60,F,20,20.5
19048,1.72,72.1,F,18,24.5
19049,1.74,76.6,M,23,25.4
19050,1.7,68.5,F,34,23.7
19051,1.76,64.4,F,21,20.8
19052,1.73,81.9,F,22,27.5
19053,1.71,68.5,M,22,23.5
19054,1.7,78.2,M,21,27
19055,1.73,73.5,F,20,24.6
19056,1.77,78.4,M,21,25
19057,1.74,60.1,F,22,19.9
19058,1.72,69.9,M,25,23.8
19059,1.74,74.6,M,22,24.5
19060,1.78,73.4,F,22,23.1
19061,1.76,73.4,F,24,23.6
19062,1.73,67.5,F,21,22.5
19063,1.69,74.3,M,27,26
19064,1.75,63.3,M,21,20.7
19065,1.78,70.4,F,25,22.2
19066,1.65,60.8,F,20,22.3
19067,1.8,75.9,M,21,23.5
19068,1.74,71.8,F,22,23.7
19069,1.72,60.5,F,25,20.4
19070,1.78,71.8,F,20,22.7
19071,1.77,76.5,M,24,24.5
19072,1.75,63.7,M,20,20.8
19073,1.66,66.5,F,21,24.1
19074,1.77,70.8,M,25,22.6
19075,1.8,65.2,F,22,20.1
19076,1.8,76.3,M,18,23.5
19077,1.69,64.5,M,22,22.7
19078,1.7,56.1,F,18,19.3
19079,1.73,65.4,F,23,21.9
19080,1.72,66.6,F,23,22.6
19081,1.81,77.9,F,32,23.8
19082,1.8,72,F,23,22.3
19083,1.66,55,F,29,20.1
19084,1.69,77.1,M,21,27
19085,1.72,66.9,M,22,22.6
19086,1.79,72.5,F,21,22.6
19087,1.79,69.5,F,23,21.6
19088,1.75,73.8,M,33,24.1
19089,1.75,69.2,F,25,22.6
19090,1.69,62.9,F,28,22.1
19091,1.71,66.2,M,28,22.6
19092,1.83,63.5,F,20,19
19093,1.75,61.5,M,27,20.1
19094,1.77,78.2,M,22,24.9
19095,1.73,79.3,F,20,26.5
19096,1.76,76.7,F,22,24.8
19097,1.72,67.1,M,27,22.7
19098,1.75,72.5,M,20,23.8
19099,1.7,72.3,M,22,25.1
19100,1.7,69,M,23,24
19101,1.72,61.2,M,21,20.8
19102,1.69,75.2,M,21,26.2
19103,1.85,68.6,M,20,20.1
19104,1.66,61.2,F,25,22.3
19105,1.75,72.2,M,20,23.6
19106,1.7,58.4,F,25,20.3
19107,1.78,75.2,M,21,23.7
19108,1.75,74.6,M,22,24.3
19109,1.66,62.1,F,21,22.5
19110,1.77,67,M,18,21.3
19111,1.68,59.4,F,28,21.1
19112,1.73,70.6,M,24,23.5
19113,1.77,66.4,M,21,21.1
19114,1.77,69.5,M,21,22.1
19115,1.79,64.4,F,23,20.1
19116,1.8,72.4,M,21,22.3
19117,1.7,71.3,M,22,24.8
19118,1.76,66.1,M,30,21.3
19119,1.73,68.3,F,26,22.9
19120,1.77,65.9,F,23,21.1
19121,1.67,66.3,M,29,23.7
19122,1.74,73.3,F,25,24.3
19123,1.72,62,F,22,21
19124,1.77,66,F,21,21.2
19125,1.77,70.3,M,20,22.4
19126,1.88,77.2,M,23,21.7
19127,1.72,69.7,M,22,23.7
19128,1.77,69.6,F,22,22.3
19129,1.72,76.7,F,33,25.9
19130,1.7,71.1,F,25,24.5
19131,1.71,67.4,M,21,23.1
19132,1.76,73.7,M,28,23.7
19133,1.74,74.4,F,25,24.7
19134,1.74,67.6,F,31,22.3
19135,1.69,76.5,M,23,26.6
19136,1.68,70.4,F,21,24.9
19137,1.8,70.1,M,20,21.7
19138,1.82,77.9,F,24,23.5
19139,1.79,73.5,M,26,22.9
19140,1.78,77.2,M,20,24.4
19141,1.76,59.9,F,20,19.3
19142,1.7,71.3,F,20,24.6
19143,1.73,70.6,F,23,23.7
19144,1.74,75.3,F,18,24.8
19145,1.69,67.2,M,21,23.4
19146,1.78,75.8,M,26,23.8
19147,1.77,75.5,M,18,24.1
19148,1.66,72.3,M,26,26.1
19149,1.64,60.4,F,25,22.4
19150,1.74,64.5,F,22,21.2
19151,1.75,69.5,F,18,22.8
19152,1.74,68,F,30,22.4
19153,1.83,74,F,26,22.1
19154,1.68,62.6,F,20,22.2
19155,1.73,62.1,F,24,20.8
19156,1.74,67.1,F,20,22.1
19157,1.77,67.9,F,30,21.6
19158,1.79,75.2,M,22,23.4
19159,1.78,68,F,22,21.6
19160,1.76,71.6,M,26,23
19161,1.78,75.1,F,22,23.7
19162,1.76,65.3,F,20,21.2
19163,1.79,74.5,M,20,23.4
19164,1.75,67.9,F,23,22.3
19165,1.6,65.2,F,23,25.3
19166,1.84,75,M,23,22.1
19167,1.67,62.7,F,28,22.4
19168,1.71,68.2,M,27,23.3
19169,1.74,70.7,F,26,23.4
19170,1.78,69,M,20,21.8
19171,1.73,67.8,F,21,22.6
19172,1.62,64.5,M,23,24.7
19173,1.72,67,F,23,22.8
19174,1.74,65.1,F,18,21.6
19175,1.77,73.2,F,24,23.4
19176,1.72,74.3,F,20,25.1
19177,1.76,70.8,M,20,22.9
19178,1.77,69.2,F,21,22.2
19179,1.78,77.7,M,23,24.6
19180,1.63,57.4,F,22,21.5
19181,1.76,61.2,M,21,19.7
19182,1.68,77.1,M,29,27.2
19183,1.79,75.2,F,30,23.4
19184,1.71,64.8,F,24,22.1
19185,1.74,70.9,M,21,23.5
19186,1.72,72.8,M,21,24.6
19187,1.67,70.9,M,35,25.3
19188,1.74,73.8,M,26,24.3
19189,1.73,67.4,F,20,22.5
19190,1.68,65.5,F,26,23.3
19191,1.7,63.3,M,23,21.9
19192,1.72,68,M,21,23
19193,1.8,82.1,F,23,25.3
19194,1.68,57,M,25,20.1
19195,1.81,71.5,F,21,22
19196,1.72,62.6,F,24,21.1
19197,1.69,70.1,F,21,24.6
19198,1.69,73.5,F,26,25.7
19199,1.83,75.7,M,22,22.7
19200,1.74,73.3,M,22,24.1
19201,1.71,70.4,M,24,24.2
19202,1.71,67.3,M,23,23.1
19203,1.73,57.3,M,23,19.1
19204,1.68,60.2,F,23,21.5
19205,1.75,76.7,F,22,25
19206,1.72,67.6,F,21,22.9
19207,1.73,73.4,F,24,24.6
19208,1.73,57,F,20,19.1
19209,1.73,68.4,M,26,23
19210,1.69,61.7,M,20,21.6
19211,1.76,66.1,M,20,21.3
19212,1.65,63.2,M,20,23.2
19213,1.73,67.3,F,21,22.6
19214,1.72,65,F,25,21.9
19215,1.62,56.5,M,23,21.6
19216,1.67,64.2,F,24,22.9
19217,1.67,68.8,M,31,24.7
19218,1.67,61.2,F,21,22
19219,1.68,71.5,M,21,25.4
19220,1.73,65.3,F,18,21.8
19221,1.74,64.9,F,22,21.5
19222,1.71,59.8,M,21,20.5
19223,1.75,68.6,F,21,22.5
19224,1.63,59,F,29,22.2
19225,1.66,65.7,M,21,23.8
19226,1.61,59.9,F,21,23.3
19227,1.65,59.4,F,24,22
19228,1.67,59.8,M,23,21.6
19229,1.74,72.3,M,20,23.9
19230,1.75,64,F,27,21
19231,1.69,65.2,F,23,22.9
19232,1.65,71.7,M,24,26.3
19233,1.84,78.1,M,21,23
19234,1.67,70.3,M,23,25.2
19235,1.74,69.4,F,20,23
19236,1.74,71.3,M,24,23.4
19237,1.75,72.9,F,23,23.7
19238,1.77,70.9,M,21,22.7
19239,1.77,71.3,M,18,22.8
19240,1.67,57.6,F,25,20.6
19241,1.83,76.6,F,36,22.9
19242,1.73,65.4,F,23,22
19243,1.76,69.2,M,26,22.4
19244,1.78,83,F,22,26.2
19245,1.74,65.6,F,23,21.7
19246,1.71,68.4,M,22,23.3
19247,1.68,63.7,F,21,22.5
19248,1.76,76.1,M,28,24.5
19249,1.78,65.6,F,23,20.7
19250,1.77,72,M,30,23
19251,1.73,74.8,M,25,25
19252,1.72,76,M,22,25.6
19253,1.68,65,F,24,23
19254,1.72,67.2,F,24,22.7
19255,1.72,70.6,F,25,23.8
19256,1.73,63.9,F,24,21.3
19257,1.63,60.2,F,24,22.5
19258,1.71,58.8,F,21,20
19259,1.66,68.4,F,21,24.9
19260,1.75,70.6,M,32,23.1
19261,1.7,61.5,F,24,21.3
19262,1.68,54.8,F,28,19.4
19263,1.7,65.2,M,28,22.6
19264,1.8,75.7,F,22,23.5
19265,1.67,75.1,M,20,26.8
19266,1.87,80.2,M,26,23
19267,1.66,57.5,M,18,20.8
19268,1.75,73.6,M,23,23.9
19269,1.82,72.9,F,20,21.9
19270,1.71,63.9,F,21,21.7
19271,1.67,66.2,M,25,23.8
19272,1.7,57.3,M,23,19.9
19273,1.76,69.8,M,24,22.6
19274,1.64,62.2,M,21,23
19275,1.71,74.2,M,25,25.3
19276,1.65,57.3,F,22,21.1
19277,1.7,66.9,F,22,23.2
19278,1.76,67.4,F,20,21.8
19279,1.75,62.7,F,23,20.6
19280,1.74,70.3,F,24,23.3
19281,1.71,72.9,F,21,25
19282,1.8,67,F,20,20.6
19283,1.83,79.7,M,20,23.8
19284,1.77,71.7,F,24,22.8
19285,1.75,71.9,F,18,23.5
19286,1.72,64.7,F,20,21.8
19287,1.71,72.1,M,22,24.6
19288,1.81,68.1,F,22,20.8
19289,1.78,76.2,M,28,24.1
19290,1.74,60.8,F,29,20.1
19291,1.71,68.8,M,24,23.5
19292,1.69,62.9,F,27,22.1
19293,1.66,67.6,M,22,24.6
19294,1.64,66.2,F,22,24.5
19295,1.77,74.5,M,21,23.8
19296,1.79,70.4,F,21,21.9
19297,1.77,73.7,M,22,23.7
19298,1.67,62.7,F,25,22.6
19299,1.78,69.7,F,28,22.1
19300,1.76,76.8,M,21,24.8
19301,1.72,67.6,F,27,22.9
19302,1.74,70.8,M,29,23.5
19303,1.77,81.3,M,24,26
19304,1.79,78.4,M,23,24.4
19305,1.74,67.7,F,24,22.4
19306,1.67,62.7,M,22,22.6
19307,1.72,62.9,F,18,21.4
19308,1.74,75.2,M,21,24.9
19309,1.81,67,M,22,20.4
19310,1.76,71.4,M,22,23.1
19311,1.72,64.5,M,22,21.8
19312,1.71,62,F,18,21.3
19313,1.72,64.6,F,22,21.9
19314,1.77,70.4,M,22,22.4
19315,1.68,69.6,F,23,24.5
19316,1.78,64.8,F,25,20.5
19317,1.66,73.6,F,25,26.8
19318,1.68,61.9,F,23,21.9
19319,1.7,73.2,F,31,25.2
19320,1.68,59.5,F,24,21
19321,1.66,60.5,F,29,22.1
19322,1.7,72.8,F,22,25.1
19323,1.77,78.1,F,28,24.9
19324,1.75,70.7,F,30,23.1
19325,1.77,70.8,F,23,22.7
19326,1.75,73.1,F,20,23.7
19327,1.8,74.8,M,20,23
19328,1.66,63.9,M,22,23.2
19329,1.73,62,F,20,20.8
19330,1.74,60.7,F,32,20.1
19331,1.72,69,F,21,23.4
19332,1.77,78,F,23,24.9
19333,1.76,70.3,F,24,22.7
19334,1.7,72.3,M,32,24.9
19335,1.82,66.2,M,23,20
19336,1.64,66.4,M,20,24.6
19337,1.78,68.1,F,30,21.5
19338,1.81,75.2,F,23,23
19339,1.75,63.8,F,27,20.8
19340,1.64,60,F,22,22.2
19341,1.72,66.2,M,30,22.4
19342,1.73,71.8,M,18,24.1
19343,1.74,75.8,M,20,25.2
19344,1.75,78.3,M,23,25.5
19345,1.7,64,M,21,22.2
19346,1.81,67.7,F,33,20.6
19347,1.79,69.5,M,25,21.6
19348,1.71,67.3,F,20,23.1
19349,1.74,77.7,M,22,25.6
19350,1.7,66.4,F,20,22.9
19351,1.75,74.7,M,24,24.4
19352,1.68,71.1,M,20,25.3
19353,1.66,59.5,M,20,21.5
19354,1.72,67,M,26,22.7
19355,1.73,73.2,M,22,24.3
19356,1.75,73.1,M,21,23.8
19357,1.67,62.6,F,27,22.5
19358,1.76,70.3,M,22,22.8
19359,1.72,62,F,20,20.9
19360,1.81,67.5,F,20,20.6
19361,1.75,78.3,F,23,25.7
19362,1.73,69.1,F,26,23.2
19363,1.7,65.5,M,33,22.5
19364,1.76,65.1,F,20,20.9
19365,1.71,68.7,M,26,23.5
19366,1.75,69.3,F,22,22.7
19367,1.68,69.2,F,21,24.4
19368,1.74,79.1,M,29,26
19369,1.74,78.9,M,26,26
19370,1.68,72.8,M,22,25.9
19371,1.68,67.5,F,33,23.9
19372,1.72,69.9,M,22,23.5
19373,1.78,71.6,M,23,22.6
19374,1.68,68.9,F,21,24.4
19375,1.72,66.5,F,20,22.4
19376,1.59,51.5,F,22,20.3
19377,1.77,61.8,F,23,19.7
19378,1.8,78.4,F,18,24.2
19379,1.75,74.4,F,24,24.3
19380,1.7,67.5,M,25,23.2
19381,1.79,77.9,M,25,24.4
19382,1.61,67.1,F,20,25.8
19383,1.69,67,F,23,23.4
19384,1.79,63.8,M,21,19.9
19385,1.69,63.5,F,28,22.1
19386,1.73,64.3,M,23,21.6
19387,1.8,78,M,21,24
19388,1.71,66.2,F,31,22.7
19389,1.75,69.3,M,24,22.6
19390,1.64,60.9,F,21,22.6
19391,1.66,65.4,F,20,23.7
19392,1.67,68,F,21,24.4
19393,1.64,61.9,M,20,23
19394,1.7,54.2,F,23,18.7
19395,1.74,68.1,M,28,22.4
19396,1.65,67.9,F,25,25
19397,1.74,59.6,F,26,19.7
19398,1.79,72,M,22,22.5
19399,1.67,62.4,F,26,22.5
19400,1.68,66.7,F,18,23.8
19401,1.65,60.7,M,32,22.2
19402,1.73,73.1,M,21,24.4
19403,1.68,67.6,M,25,24
19404,1.73,72.1,M,20,24.2
19405,1.74,66.8,M,23,22.1
19406,1.65,60.3,F,21,22.2
19407,1.71,62.1,F,25,21.2
19408,1.8,75.9,M,18,23.5
19409,1.78,65.9,M,20,20.8
19410,1.69,58.9,F,22,20.7
19411,1.81,77.1,M,20,23.6
19412,1.74,65.3,M,22,21.7
19413,1.68,70.1,M,24,24.7
19414,1.8,72.3,F,23,22.4
19415,1.72,70,M,27,23.6
19416,1.75,70.7,F,32,23
19417,1.69,66.5,M,20,23.3
19418,1.79,71,F,22,22.2
19419,1.71,66.9,F,22,22.9
19420,1.67,64.9,F,23,23.2
19421,1.67,58.6,M,21,21.1
19422,1.81,64.3,F,23,19.7
19423,1.78,82,F,23,26
19424,1.67,68.1,F,22,24.6
19425,1.75,69.5,M,24,22.7
19426,1.66,59.3,F,18,21.6
19427,1.68,66.8,M,21,23.6
19428,1.72,73.3,M,25,24.8
19429,1.68,65.6,M,20,23.2
19430,1.79,74.2,F,22,23.2
19431,1.69,56.9,M,24,19.8
19432,1.83,78.1,F,23,23.4
19433,1.77,76.3,M,30,24.4
19434,1.7,65.5,F,18,22.6
19435,1.72,66,F,20,22.3
19436,1.7,63.5,F,26,22
19437,1.72,71.6,F,20,24.3
19438,1.75,63.8,M,24,21
19439,1.63,65.6,M,18,24.6
19440,1.78,66.1,M,18,20.8
19441,1.76,65.1,F,20,21.1
19442,1.73,65.8,F,21,21.9
19443,1.74,65.4,M,21,21.7
19444,1.66,65.7,M,24,23.9
19445,1.69,64.2,F,24,22.6
19446,1.68,76.8,M,22,27.1
19447,1.77,76.1,M,23,24.4
19448,1.7,74.8,F,20,25.8
19449,1.72,68.6,F,22,23.2
19450,1.67,66.5,F,21,23.9
19451,1.72,71.4,F,29,24
19452,1.74,75.2,M,24,24.7
19453,1.7,65.7,F,20,22.6
19454,1.71,70.9,M,25,24.1
19455,1.73,62.8,M,20,21.1
19456,1.79,67.2,F,23,21
19457,1.77,70,M,25,22.3
19458,1.79,81,M,20,25.4
19459,1.75,65.3,F,20,21.4
19460,1.68,64.8,F,20,23
19461,1.71,67,F,24,23
19462,1.78,76.3,M,25,24.2
19463,1.66,61.3,F,27,22.3
19464,1.73,60.9,F,22,20.3
19465,1.72,71.9,M,22,24.2
19466,1.7,69.2,M,21,23.8
19467,1.74,74.4,F,21,24.6
19468,1.76,66.1,M,27,21.3
19469,1.6,68.3,M,24,26.7
19470,1.77,73.8,M,28,23.6
19471,1.82,70.7,F,20,21.3
19472,1.74,64.6,F,22,21.4
19473,1.6,68.2,M,20,26.7
19474,1.66,71,F,22,25.9
19475,1.74,67.4,F,18,22.2
19476,1.73,73.1,M,24,24.4
19477,1.82,76.2,F,22,23
19478,1.76,69.5,F,24,22.4
19479,1.68,72.3,M,20,25.5
19480,1.74,76.5,F,22,25.2
19481,1.67,73,M,30,26.3
19482,1.81,70.8,F,28,21.5
19483,1.73,70.9,M,20,23.8
19484,1.73,72.9,M,21,24.5
19485,1.71,65.9,M,21,22.5
19486,1.83,74.3,M,18,22.3
19487,1.81,76.6,M,19,23.4
19488,1.79,80.6,M,20,25.2
19489,1.73,63,F,21,21.1
19490,1.71,64.6,M,21,22
19491,1.67,71.7,M,35,25.6
19492,1.7,67.2,F,22,23.2
19493,1.71,63.2,M,21,21.7
19494,1.78,70.3,M,24,22.1
19495,1.72,64,F,25,21.7
19496,1.79,77.2,M,24,24.1
19497,1.72,59.7,M,18,20.2
19498,1.71,67.7,F,20,23.1
