Indice,Altura,Peso,Sexo,Idade
23337,65.47726,139.0042,M,17
23338,68.36722,164.3105,M,20
23339,67.9415,127.8033,F,18
23340,64.89822,160.6226,M,21
23341,65.52926,163.5635,M,24
23342,68.93639,156.3607,M,20
23343,69.95721,149.1082,F,18
23344,66.61133,133.776,F,20
23345,67.18841,146.7904,M,21
23346,68.2829,170.3253,F,24
23347,68.33028,164.1988,M,22
23348,67.57063,136.3657,F,26
23349,70.30731,142.3246,M,20
23350,66.33691,152.2638,M,25
23351,69.29616,165.1556,M,23
23352,69.10831,160.1598,F,18
23353,67.33628,154.5827,F,22
23354,68.11857,144.5276,F,24
23355,68.60051,131.7482,F,21
23356,63.70431,141.1759,M,18
23357,67.7864,163.691,F,22
23358,65.12247,139.1443,F,22
23359,69.70654,137.0852,F,23
23360,68.9367,148.0561,M,26
23361,66.83902,164.5887,M,21
23362,71.56149,174.0592,F,20
23363,67.62091,157.0712,F,21
23364,66.7457,140.5748,F,21
23365,68.56092,135.286,F,25
23366,68.89049,154.1069,M,25
23367,65.29685,153.3715,F,28
23368,65.53319,126.7759,F,23
23369,64.96906,159.4127,M,22
23370,68.77046,131.8907,F,18
23371,67.03833,167.2271,M,29
23372,67.88848,128.721,F,20
23373,70.51128,132.9564,M,22
23374,67.7645,130.8912,F,22
23375,65.74682,127.9148,F,19
23376,65.63799,155.7039,M,27
23377,66.34423,154.991,F,22
23378,69.78355,172.8695,M,23
23379,67.20346,138.6625,F,21
23380,69.37684,152.7218,F,29
23381,66.33476,153.3067,M,21
23382,65.3603,132.9487,F,18
23383,70.01705,157.3384,M,24
23384,69.73828,167.8368,M,31
23385,69.20977,150.3028,F,21
23386,68.45131,138.656,F,24
23387,66.51066,154.1626,F,24
23388,63.68432,134.836,F,24
23389,68.18959,169.4256,M,25
23390,70.04469,159.3978,F,23
23391,66.54927,148.6162,M,27
23392,69.57316,151.7276,F,29
23393,70.75433,160.6847,F,20
23394,69.20803,154.1392,F,21
23395,68.14856,150.1655,F,23
23396,67.77469,163.1927,F,24
23397,70.51604,147.3965,M,24
23398,69.39191,153.1023,F,22
23399,71.1963,162.1238,F,22
23400,71.06352,176.4839,M,21
23401,66.5818,152.6387,F,22
23402,69.19946,148.5081,F,23
23403,68.73907,154.8883,M,23
23404,70.06792,162.3943,M,18
23405,66.48906,133.4247,F,24
23406,70.42079,183.9886,M,22
23407,67.85165,143.7592,F,22
23408,66.67676,143.1886,F,18
23409,67.86452,122.8034,F,22
23410,67.16343,147.0266,M,20
23411,68.2649,169.414,M,26
23412,67.26935,137.3237,F,32
23413,68.83931,178.0255,F,20
23414,68.33275,160.3455,M,32
23415,69.48224,156.6596,F,20
23416,68.27979,160.71,M,24
23417,67.61897,158.2188,M,24
23418,68.35767,158.5955,M,23
23419,69.82973,156.1556,M,23
23420,67.91991,150.9477,M,25
23421,66.03888,148.3078,F,25
23422,64.85652,151.1399,F,18
23423,67.16346,148.6319,M,18
23424,66.30983,128.7921,F,23
23425,67.58944,152.6999,F,29
23426,66.88088,166.6312,F,25
23427,68.53916,153.0992,M,28
23428,68.44172,147.5587,F,23
23429,67.88536,163.107,F,20
23430,69.23113,132.3265,F,26
23431,67.61554,169.4731,M,23
23432,69.08049,165.8755,M,22
23433,70.52222,152.6017,M,22
23434,65.10633,152.741,M,29
23435,66.3712,139.2335,M,23
23436,66.0525,136.054,F,23
23437,68.32088,157.3867,F,19
23438,71.48733,170.6551,M,20
23439,65.98578,136.7006,F,26
23440,66.22804,138.2075,F,20
23441,67.18912,152.2422,F,23
23442,68.25481,143.2568,F,22
23443,66.52541,129.5841,M,21
23444,64.22389,138.6291,F,20
23445,68.84184,155.2171,F,21
23446,70.30558,151.5006,F,26
23447,71.54135,149.8858,M,24
23448,68.67074,165.2558,M,21
23449,64.72417,127.337,F,21
23450,69.1943,143.9484,F,20
23451,68.68962,145.5571,M,26
23452,66.04945,152.6693,M,25
23453,66.27024,147.6819,F,27
23454,70.00342,147.9603,F,23
23455,66.08182,156.8983,M,22
23456,69.40676,141.5562,F,27
23457,71.49924,170.0749,F,22
23458,68.985,148.1364,F,27
23459,67.09518,133.0084,M,24
23460,68.23149,140.6082,F,27
23461,68.89732,145.7804,F,22
23462,68.66882,160.3691,F,20
23463,65.7611,168.198,M,23
23464,64.56665,137.8394,M,22
23465,67.6674,157.643,M,22
23466,71.20673,158.7498,F,25
23467,67.0511,159.7832,M,21
23468,69.53721,167.6278,M,22
23469,71.05779,152.9016,F,22
23470,64.93004,152.2088,M,24
23471,69.86274,147.7208,F,24
23472,70.16271,160.7214,M,20
23473,70.34077,160.8574,F,20
23474,69.31011,182.1573,M,20
23475,68.75348,154.4237,F,22
23476,65.25774,166.4097,M,25
23477,66.37489,151.9802,M,21
23478,68.57725,151.136,F,20
23479,69.79829,147.5786,F,28
23480,70.80464,170.1143,M,24
23481,66.39979,143.0611,M,20
23482,65.55869,125.0743,F,21
23483,68.72443,144.0628,F,22
23484,68.12084,173.3667,M,23
23485,65.47078,157.9884,M,25
23486,66.8011,134.9753,F,24
23487,69.63119,158.7473,M,20
23488,71.01751,151.59,F,24
23489,64.09151,159.3224,F,24
23490,67.26833,151.0218,M,20
23491,69.24299,160.2477,M,21
23492,65.51369,151.1977,F,23
23493,72.01807,165.1066,F,20
23494,66.87892,143.5146,F,23
23495,67.87652,163.1005,M,23
23496,68.11027,174.2895,M,22
23497,65.5634,150.6917,F,21
23498,64.65561,158.2262,M,32
23499,69.52482,164.2505,M,21
23500,66.67503,143.445,F,21
23501,68.87184,149.1439,M,26
23502,67.664,153.4628,F,28
23503,66.06383,147.7224,M,31
23504,67.63228,142.0589,M,19
23505,69.17439,156.0231,F,21
23506,67.65364,161.4304,M,22
23507,69.39149,170.26,M,23
23508,68.63739,166.1863,M,21
23509,67.01202,145.1497,F,21
23510,60.86977,129.8108,F,23
23511,69.17655,160.7293,F,23
23512,70.26996,161.3054,M,21
23513,71.79083,145.1841,M,28
23514,69.24678,141.7053,F,20
23515,68.37308,145.236,F,18
23516,69.25778,139.8432,F,23
23517,66.35522,150.115,M,22
23518,67.96111,137.3105,F,18
23519,67.22877,146.3146,F,24
23520,67.94096,144.953,M,20
23521,68.85181,151.9946,F,21
23522,71.19657,164.7745,F,22
23523,67.99864,156.2977,F,24
23524,67.41874,164.8668,M,22
23525,69.09927,137.9729,F,19
23526,67.23886,162.9871,F,21
23527,67.53047,153.5932,F,21
23528,68.75828,160.1509,M,20
23529,67.6519,147.3558,F,23
23530,69.67002,161.8188,F,18
23531,69.45109,153.4589,F,21
23532,66.40242,145.2729,F,24
23533,69.3643,144.6401,M,19
23534,66.76336,178.1863,M,23
23535,67.25651,153.9486,M,22
23536,66.61783,134.0228,F,22
23537,68.50966,167.3255,M,24
23538,69.39488,154.554,M,24
23539,66.91234,153.5657,F,23
23540,69.21721,160.1216,F,24
23541,68.18232,128.016,F,21
23542,66.43942,146.1301,F,20
23543,70.3378,143.8335,F,26
23544,67.34376,158.7923,F,18
23545,66.13073,152.3738,M,26
23546,66.89864,141.3283,M,25
23547,68.80896,144.1527,M,22
23548,67.85401,150.9141,F,21
23549,68.07186,141.9021,F,25
23550,67.54398,144.4212,M,22
23551,68.59823,149.3343,M,22
23552,66.99443,153.7539,M,25
23553,68.0849,143.4707,F,27
23554,70.16821,166.4345,M,22
23555,67.48548,135.8279,M,21
23556,67.85684,171.29,M,21
23557,70.45714,168.3951,M,22
23558,70.50014,159.6852,F,20
23559,68.42049,142.0799,F,21
23560,69.37798,182.0148,M,22
23561,65.90423,144.4141,M,24
23562,69.1154,147.5639,M,29
23563,66.28872,145.5659,F,23
23564,67.65562,150.7562,M,20
23565,69.8036,161.3866,M,22
23566,66.73451,149.3292,M,24
23567,67.61165,155.6013,F,24
23568,66.32945,139.3133,M,18
23569,67.11375,157.0961,M,24
23570,72.89094,165.8141,F,18
23571,64.86518,143.4117,M,23
23572,71.7762,157.9672,F,24
23573,66.89404,135.4252,M,24
23574,71.4622,160.999,M,22
23575,68.51919,157.9973,M,24
23576,71.23342,161.1571,F,19
23577,67.02639,130.2504,F,19
23578,66.11113,150.4174,M,22
23579,68.3905,160.8052,M,24
23580,64.38355,144.435,M,24
23581,67.16576,171.8337,M,22
23582,71.64804,153.9831,M,24
23583,67.43318,142.7211,F,18
23584,67.40794,161.3547,F,25
23585,72.88636,164.9292,M,18
23586,69.29849,170.2278,M,26
23587,67.48723,149.336,F,23
23588,71.66231,151.0971,F,22
23589,67.13923,139.166,F,25
23590,67.79651,167.5033,F,23
23591,68.77267,147.4687,F,23
23592,69.22459,150.8136,F,24
23593,68.88946,161.4768,F,21
23594,66.27465,157.6747,M,22
23595,70.14594,175.9622,F,20
23596,67.40188,145.1026,F,27
23597,65.1204,147.6304,M,21
23598,66.31812,126.0683,F,22
23599,71.28885,161.5008,M,19
23600,68.02516,146.6587,F,21
23601,66.67924,152.195,M,19
23602,66.75303,161.2397,M,21
23603,72.01497,180.2199,F,22
23604,65.36659,137.2419,F,19
23605,68.18063,135.9505,F,19
23606,67.98093,152.6838,F,29
23607,69.24215,153.6311,F,21
23608,67.07668,165.973,M,21
23609,69.736,153.888,F,19
23610,66.95571,143.238,M,25
23611,71.28853,156.9425,M,26
23612,71.13236,165.4341,F,20
23613,68.50207,148.424,F,20
23614,65.32575,170.2746,M,27
23615,71.52565,171.1779,M,25
23616,68.03878,144.9084,F,25
23617,67.02796,140.2905,F,19
23618,69.81593,144.9549,F,20
23619,68.71525,134.9505,F,22
23620,69.75744,159.1536,F,20
23621,68.59195,153.3885,M,22
23622,66.91649,141.8385,F,23
23623,67.61729,144.2086,M,20
23624,67.04168,146.5493,F,19
23625,68.19915,145.7567,M,20
23626,64.26845,130.6858,F,18
23627,67.31379,154.3758,M,31
23628,70.2348,163.4796,M,21
23629,66.13664,147.6431,M,25
23630,71.41489,170.8396,F,23
23631,71.18773,173.409,F,18
23632,70.14549,159.643,F,21
23633,66.17403,139.8345,F,28
23634,65.2271,151.5633,F,18
23635,70.12196,156.4542,M,19
23636,64.25756,151.2081,M,19
23637,70.85312,163.6336,M,24
23638,69.16422,159.3807,F,23
23639,69.55012,159.8268,F,18
23640,68.76324,147.8187,F,21
23641,66.60755,144.0708,F,24
23642,63.09378,155.469,M,23
23643,65.19918,135.0282,F,21
23644,68.67501,152.717,M,28
23645,69.18346,153.6034,M,20
23646,68.41071,143.4056,M,17
23647,70.97341,168.0037,M,31
23648,70.21472,157.0654,M,27
23649,65.21203,145.0701,M,18
23650,67.31232,150.0141,F,20
23651,68.58505,148.6801,F,22
23652,68.93013,140.5613,F,25
23653,67.37648,131.292,F,20
23654,67.85973,138.447,F,20
23655,67.4536,140.7246,F,21
23656,67.21068,164.2908,M,22
23657,67.73859,160.337,F,28
23658,68.39661,154.8836,M,20
23659,67.50779,142.4343,M,19
23660,68.46057,156.1445,F,35
23661,67.3027,129.7835,F,27
23662,66.39304,147.1356,F,27
23663,64.38451,141.9353,F,24
23664,66.66269,131.4845,F,17
23665,65.24423,143.142,F,24
23666,70.2357,151.2524,F,22
23667,68.42735,134.1944,M,22
23668,66.27125,154.2102,M,26
23669,66.10388,151.3368,M,24
23670,67.61981,142.5873,M,19
23671,69.81071,153.9458,F,24
23672,69.86885,168.144,M,18
23673,69.76802,148.7596,F,20
23674,67.14179,130.2115,F,25
23675,68.74939,154.7926,M,19
23676,69.54639,165.4019,M,19
23677,69.38017,143.8069,F,22
23678,68.46424,162.4627,M,31
23679,70.13374,152.1165,F,24
23680,67.9469,148.0198,F,21
23681,63.44375,137.7698,M,22
23682,71.395,154.8153,F,19
23683,68.56368,151.0686,M,19
23684,69.78248,151.9917,M,24
23685,68.64444,146.8585,M,23
23686,67.13118,144.9924,F,26
23687,71.79273,165.1648,F,25
23688,68.69749,138.0033,F,25
23689,68.69896,145.9899,F,34
23690,65.28594,148.5547,F,22
23691,69.3032,149.7214,F,24
23692,65.7493,143.5971,F,21
23693,66.84125,143.5417,M,26
23694,66.02293,130.5444,F,20
23695,67.07586,166.8861,M,19
23696,67.85693,163.0785,M,27
23697,67.87654,138.7412,F,20
23698,69.76603,156.0279,M,25
23699,66.59934,172.9396,M,24
23700,71.26857,154.5683,F,25
23701,66.35603,153.5232,M,26
23702,67.01055,142.444,F,21
23703,66.66715,144.7099,F,20
23704,67.16471,163.9587,M,18
23705,68.24699,145.8969,M,24
23706,66.34696,134.0006,F,18
23707,67.64532,161.1596,F,26
23708,65.63126,160.6532,F,25
23709,68.95842,163.1093,M,22
23710,68.71706,154.6848,M,18
23711,70.43453,163.6416,M,21
23712,65.80968,136.1959,M,21
23713,67.30216,158.5194,F,21
23714,70.26466,144.341,F,19
23715,67.70227,166.133,M,27
23716,65.19756,156.0007,M,23
23717,64.99997,127.3083,F,20
23718,66.4674,154.6745,M,31
23719,66.56804,111.04798,M,23
23720,66.25728,144.9451,F,21
23721,69.57461,160.794,F,21
23722,65.25882,133.8424,F,24
23723,66.31277,139.342,F,29
23724,70.45489,172.5615,F,21
23725,70.11959,173.4257,F,27
23726,67.44715,147.8859,M,19
23727,69.59961,173.9037,F,25
23728,66.46165,137.6402,M,23
23729,70.28825,178.5016,M,26
23730,66.20705,150.1191,M,19
23731,67.69385,152.2814,F,25
23732,68.71802,157.6234,M,21
23733,70.18691,151.8011,F,24
23734,68.58674,150.177,F,22
23735,65.0693,135.92,F,27
23736,68.45508,141.7447,F,20
23737,67.88061,156.647,M,21
23738,68.4129,158.9834,M,22
23739,69.19585,138.8084,F,23
23740,68.08015,122.4168,F,26
23741,70.27278,159.1884,F,20
23742,67.77195,143.0495,M,21
23743,68.1264,148.9966,F,22
23744,67.6276,164.6209,M,19
23745,68.70572,142.1798,M,21
23746,70.12378,161.9055,F,22
23747,64.24981,142.3739,M,20
23748,67.6113,136.8786,F,23
23749,72.05521,157.5668,F,23
23750,68.52652,145.1116,F,25
23751,67.99196,162.6272,M,26
23752,67.95791,144.0614,M,19
23753,67.83335,163.6299,F,26
23754,65.41208,152.156,F,22
23755,67.61313,157.3604,M,27
23756,71.85087,178.1291,M,23
23757,69.03432,148.6969,M,22
23758,66.06765,141.2137,M,21
23759,68.6264,154.8531,M,25
23760,65.18357,145.8066,F,20
23761,67.9815,146.6923,F,22
23762,70.67184,172.7886,M,26
23763,69.07129,159.7289,M,22
23764,69.52241,140.8893,M,19
23765,66.87923,153.1068,F,19
23766,69.25415,156.6585,M,24
23767,71.12497,169.8095,M,21
23768,69.51429,167.5276,M,22
23769,70.65253,143.2817,M,26
23770,69.52389,139.2874,F,21
23771,65.47707,135.5509,M,20
23772,68.70004,140.4586,F,32
23773,68.89234,137.7477,F,24
23774,67.25249,143.6887,F,22
23775,66.56289,133.805,F,19
23776,67.01689,150.2341,M,19
23777,64.3685,130.969,F,19
23778,68.33525,135.8408,F,24
23779,66.71124,146.5721,M,21
23780,69.4803,161.1302,M,23
23781,68.00268,136.9856,F,32
23782,71.4025,192.0116,M,20
23783,66.99476,121.1148,F,24
23784,67.35558,140.6918,M,19
23785,66.37759,144.539,F,20
23786,68.90616,173.3409,M,18
23787,66.53305,156.1283,F,21
23788,66.76727,145.3726,F,18
23789,69.25466,152.6364,M,21
23790,67.0299,140.5326,M,24
23791,69.95585,168.4825,F,39
23792,65.46691,149.0679,M,26
23793,68.44135,158.1094,F,24
23794,69.172,150.1065,F,19
23795,69.23422,140.4612,F,18
23796,67.48895,149.811,M,24
23797,72.07034,157.3953,F,21
23798,64.50981,147.7987,F,20
23799,67.2232,143.1578,M,28
23800,65.53734,139.229,F,20
23801,68.39773,157.1048,M,23
23802,67.21084,159.3818,M,17
23803,67.07932,142.6496,F,23
23804,69.43684,158.6199,F,26
23805,71.49026,171.2467,M,22
23806,67.18685,139.9618,F,27
23807,64.83095,135.3191,F,18
23808,68.71907,148.7307,M,21
23809,66.70138,150.9566,M,22
23810,68.36251,127.3453,F,23
23811,66.04641,160.4545,M,24
23812,71.0227,169.5913,M,23
23813,70.37964,158.3229,F,18
23814,68.78142,168.0982,F,23
23815,65.86675,157.3053,M,24
23816,64.74361,143.5824,M,23
23817,67.09562,158.1911,M,19
23818,65.64079,140.2868,F,24
23819,69.64527,141.2752,M,28
23820,67.68617,153.5932,F,20
23821,67.94823,152.4272,F,22
23822,71.51013,168.5481,M,22
23823,71.04627,155.5715,F,29
23824,66.73023,163.5208,F,24
23825,64.57652,146.7839,F,17
23826,65.5914,152.8861,F,24
23827,66.74614,135.8238,F,21
23828,68.20571,153.9947,F,25
23829,67.52772,164.9126,M,21
23830,63.97165,154.6587,M,26
23831,68.02041,141.0248,F,21
23832,70.16762,144.2575,F,22
23833,71.10315,145.5629,F,23
23834,69.38455,160.2432,M,27
23835,68.37524,143.2031,M,24
23836,68.81631,160.378,M,19
23837,65.26414,149.1188,M,18
23838,70.33758,164.0116,M,22
23839,66.54299,128.9281,M,27
23840,66.73085,148.4704,M,21
23841,69.8707,155.8968,M,29
23842,68.84469,158.5895,F,22
23843,67.41775,134.8051,M,25
23844,68.16192,154.397,M,20
23845,69.58018,151.3706,M,23
23846,66.87256,162.475,M,19
23847,67.30571,139.2164,F,22
23848,66.58675,164.0772,M,24
23849,69.8006,162.6887,F,20
23850,72.14119,168.0404,F,20
23851,66.48126,146.3423,F,20
23852,69.2147,174.528,M,21
23853,69.03795,129.2916,F,20
23854,69.19909,145.7853,M,23
23855,68.23273,146.7586,F,22
23856,64.57222,139.1194,M,23
23857,64.68698,138.9113,F,24
23858,67.67278,161.7725,F,24
23859,70.42564,150.7645,F,20
23860,67.82667,152.7801,M,26
23861,68.88772,159.7992,M,26
23862,68.29227,133.1175,F,25
23863,69.12359,148.911,F,20
23864,67.77124,140.171,F,26
23865,65.57961,148.9086,F,19
23866,68.19593,155.8184,M,21
23867,66.0827,144.6746,M,24
23868,66.41329,142.4131,F,20
23869,67.67111,156.2206,M,21
23870,68.44572,141.1906,F,19
23871,69.0571,156.5798,M,21
23872,67.63581,142.483,F,18
23873,68.39903,150.6035,F,18
23874,66.99225,142.0083,F,19
23875,66.75278,166.4119,M,25
23876,66.77085,142.4483,F,21
23877,70.95194,145.2222,F,24
23878,68.77967,131.6308,F,29
23879,67.19055,156.2391,M,18
23880,68.44022,150.7388,F,20
23881,72.83837,164.4026,F,19
23882,67.93956,158.1718,M,24
23883,68.55855,161.4961,M,19
23884,68.44886,143.7626,F,20
23885,66.1724,154.2648,F,17
23886,63.8441,149.9566,F,23
23887,69.29292,169.5265,M,19
23888,66.10884,148.8164,F,19
23889,69.39472,153.1738,M,18
23890,66.81274,149.2885,M,21
23891,67.38254,147.8625,F,23
23892,68.95044,154.6095,M,23
23893,69.61605,156.4307,F,20
23894,68.58518,146.9657,M,21
23895,68.77158,158.2854,M,18
23896,68.88875,147.3392,F,24
23897,66.70331,165.6942,M,21
23898,68.52047,159.7934,F,18
23899,69.09239,165.5322,F,20
23900,69.34865,150.4202,F,18
23901,66.17003,146.3389,F,18
23902,69.33248,151.9765,F,19
23903,67.33679,133.8028,F,23
23904,65.30659,150.7578,F,19
23905,68.05575,145.1529,M,23
23906,69.84344,143.7253,F,28
23907,68.09404,136.4273,F,19
23908,65.84023,146.3957,M,20
23909,71.49761,167.8973,F,18
23910,66.31361,148.7638,F,23
23911,69.7096,158.723,F,26
23912,64.52939,157.6022,M,20
23913,69.22349,168.1169,F,17
23914,67.48529,132.6779,F,18
23915,67.98947,145.0089,M,23
23916,68.8823,167.0651,M,24
23917,66.49217,141.3801,M,28
23918,71.58552,162.7369,M,25
23919,65.52274,155.4208,F,24
23920,67.20119,142.3369,M,25
23921,66.81199,148.5927,M,18
23922,67.68634,150.9281,F,26
23923,67.97769,165.6546,F,18
23924,68.32773,127.8828,F,27
23925,69.87282,145.8468,F,23
23926,67.8467,140.2583,F,26
23927,67.78908,166.6042,M,20
23928,68.88487,151.8395,F,23
23929,66.54185,142.219,F,24
23930,68.37466,134.667,F,18
23931,71.73727,161.8907,F,24
23932,69.366,155.5966,M,19
23933,69.45894,148.9986,M,25
23934,71.05843,157.279,F,21
23935,69.50004,150.2703,F,29
23936,68.24092,150.8585,M,24
23937,65.77657,150.5099,M,26
23938,70.51289,159.8058,F,19
23939,67.33053,156.7296,F,21
23940,66.9759,134.9278,F,24
23941,64.62832,167.2904,M,27
23942,67.3987,132.275,F,23
23943,69.49145,166.8418,M,24
23944,65.86448,134.7777,M,24
23945,68.39615,175.4275,M,18
23946,69.22774,149.9443,F,19
23947,63.73028,143.5278,M,18
23948,69.09134,157.3999,M,25
23949,67.77316,139.7686,M,19
23950,69.74567,134.0045,F,21
23951,67.41038,156.6488,F,19
23952,67.4216,166.1352,M,18
23953,66.8619,157.9107,M,27
23954,66.96285,151.5568,F,20
23955,71.52782,137.6754,F,19
23956,69.34532,171.2993,M,18
23957,69.20783,141.0073,F,24
23958,66.07053,158.4211,F,24
23959,69.24356,184.4927,M,20
23960,69.86248,157.9661,F,19
23961,67.13761,165.667,M,19
23962,69.09424,148.0911,F,21
23963,69.19418,143.8456,F,21
23964,66.36369,157.0073,F,20
23965,69.19612,148.0944,M,18
23966,66.52891,150.5762,M,25
23967,67.90528,133.6503,F,19
23968,67.89779,170.0359,M,20
23969,67.85729,134.9043,M,18
23970,71.34761,150.5093,F,19
23971,68.67972,164.3693,F,20
23972,69.09773,153.1078,F,18
23973,70.69497,148.5329,F,24
23974,67.8235,134.0164,F,20
23975,67.78391,156.1859,M,18
23976,70.07901,163.3106,M,19
23977,68.08281,148.9073,F,25
23978,67.56198,132.3986,F,31
23979,65.95638,147.1639,M,21
23980,66.60043,158.8122,M,19
23981,66.5915,132.3452,F,20
23982,74.51784,175.6517,M,21
23983,67.99889,159.5506,F,19
23984,70.31106,168.7016,F,21
23985,70.52936,143.4127,F,19
23986,67.55913,157.5183,M,25
23987,67.33182,147.276,F,29
23988,69.21473,157.0879,M,19
23989,67.01183,148.0775,M,25
23990,66.79915,140.2856,M,20
23991,69.59938,160.4916,M,19
23992,68.59748,152.0657,M,18
23993,68.92231,179.9659,M,19
23994,70.8049,144.7576,F,19
23995,69.83048,155.738,F,27
23996,70.17434,154.8922,M,18
23997,68.02834,143.1055,F,23
23998,69.55239,175.183,F,20
23999,68.94349,141.2908,M,21
24000,68.13485,140.8175,F,19
24001,67.62641,130.2997,F,23
24002,64.99349,124.19904,M,19
24003,68.82825,154.5385,M,21
24004,67.5991,160.7552,M,19
24005,65.96984,151.7705,F,18
24006,67.36378,155.1654,M,19
24007,67.55479,152.3024,F,19
24008,67.42465,162.9149,F,19
24009,70.75572,161.0675,F,19
24010,69.23838,154.9453,M,19
24011,69.81605,152.6136,F,20
24012,68.06493,163.8793,M,19
24013,66.56488,164.2314,M,21
24014,67.55287,142.7356,F,20
24015,67.15543,172.0147,M,19
24016,69.36009,159.3778,F,19
24017,68.0661,133.3956,M,20
24018,67.37297,134.6819,F,21
24019,67.57879,152.616,F,20
24020,66.34719,130.9257,M,19
24021,63.91382,123.4722,F,21
24022,65.57785,164.8121,M,19
24023,69.62029,166.1644,M,26
24024,69.81408,140.5436,M,23
24025,68.67044,142.7966,M,23
24026,69.37774,162.599,M,18
24027,69.61355,153.4195,M,19
24028,67.28263,145.2086,M,20
24029,67.70655,165.1384,M,19
24030,68.54065,158.2936,M,18
24031,71.29851,163.459,F,19
24032,67.2075,143.88,F,23
24033,68.50904,140.4376,F,19
24034,67.70438,154.3925,F,26
24035,69.08548,154.6286,F,26
24036,69.76311,153.6959,F,23
24037,66.8085,130.5832,F,19
24038,69.20541,156.3636,F,21
24039,67.87792,155.729,M,19
24040,67.96283,158.2085,M,26
24041,68.06416,154.8426,M,20
24042,68.94779,153.1624,M,19
24043,67.71714,143.5347,M,18
24044,69.33122,156.1582,M,18
24045,67.03314,120.9531,F,19
24046,69.21372,151.339,F,23
24047,71.2338,146.9469,F,20
24048,65.66027,158.7715,M,18
24049,66.26559,153.8516,F,25
24050,65.80641,159.5573,M,19
24051,66.67906,153.404,F,25
24052,68.54153,146.385,F,21
24053,69.43847,165.562,F,19
24054,66.35638,151.8868,F,23
24055,68.19362,146.6718,F,21
24056,69.08611,157.3896,M,19
24057,69.56693,167.875,M,26
24058,71.97009,173.3764,M,18
24059,70.25892,150.3821,F,20
24060,67.58198,158.9796,F,19
24061,66.83412,169.9847,M,20
24062,67.57486,165.075,M,23
24063,68.58532,159.1164,F,27
24064,68.16769,154.1224,F,26
24065,71.28136,164.6191,M,20
24066,69.41139,140.3641,M,23
24067,70.68833,166.7925,M,29
24068,65.81808,144.9157,M,19
24069,67.82515,143.1182,F,21
24070,65.52188,123.8312,F,23
24071,67.37879,134.4494,F,26
24072,69.5404,155.8204,F,23
24073,69.99829,159.5519,M,25
24074,64.87885,141.2195,M,34
24075,66.8406,142.293,F,23
24076,66.83599,165.3733,M,17
24077,68.09397,164.0366,M,18
24078,65.97446,149.5524,M,23
24079,67.0344,139.032,F,29
24080,68.19966,154.4913,M,21
24081,68.69724,131.8415,F,23
24082,68.49673,162.0678,M,19
24083,67.43844,150.8564,M,18
24084,66.31346,165.4535,M,18
24085,68.42301,147.238,F,21
24086,68.24197,156.7234,M,20
24087,69.25699,161.2505,M,23
24088,68.98154,176.5801,M,18
24089,68.13583,148.9702,M,20
24090,69.1469,137.4797,F,18
24091,67.64688,163.6683,M,26
24092,69.73424,148.2053,F,20
24093,66.17409,140.2177,F,19
24094,67.11097,163.3456,M,21
24095,72.4977,154.234,F,20
24096,65.06787,141.7853,F,21
24097,67.40661,130.3056,F,21
24098,69.0379,144.8545,F,25
24099,67.51951,148.4582,M,20
24100,66.30402,147.0315,M,23
24101,69.02526,128.1786,F,21
24102,67.70967,152.6756,F,20
24103,67.42833,139.3987,F,19
24104,68.7307,137.2711,F,18
24105,68.49369,156.5704,F,18
24106,63.01405,145.344,M,19
24107,72.30671,174.0457,M,26
24108,70.88841,157.5374,F,29
24109,67.2699,148.2221,M,19
24110,69.63642,163.2604,M,23
24111,68.42187,150.4502,F,31
24112,69.06903,161.7549,F,19
24113,65.66806,143.5428,F,18
24114,68.19996,149.5114,M,17
24115,67.02877,146.4017,F,18
24116,65.99372,155.8862,M,18
24117,69.3378,174.1676,M,23
24118,63.84789,157.6123,M,25
24119,67.1248,148.0698,F,26
24120,67.45478,153.6139,M,32
24121,67.75147,150.2804,F,23
24122,69.13214,149.6921,M,18
24123,70.39841,156.4359,M,21
24124,69.06165,160.4314,M,21
24125,67.57283,151.9619,M,19
24126,67.68374,151.6106,M,19
24127,69.12972,151.5784,F,17
24128,66.50073,153.4628,M,20
24129,71.26396,160.6749,F,19
24130,67.96292,154.1798,F,18
24131,67.15032,156.4488,M,20
24132,65.82491,147.2969,F,18
24133,69.87287,147.114,F,18
24134,67.33792,147.9107,F,20
24135,69.00275,146.9297,F,20
24136,67.5759,172.9487,M,26
24137,68.67133,167.1026,M,20
24138,68.49853,143.6194,M,20
24139,64.99021,136.5518,M,17
24140,69.56363,169.7001,M,23
24141,67.83418,167.0093,M,20
24142,69.3929,159.7976,F,23
24143,67.41008,143.6884,F,21
24144,67.36634,148.3161,F,19
24145,69.05692,150.899,F,25
24146,69.42517,158.6398,F,19
24147,68.91695,151.0788,M,21
24148,66.08581,143.3539,F,32
24149,68.4164,147.9865,F,17
24150,70.1707,139.8432,M,19
24151,70.21936,166.0228,M,19
24152,70.67766,169.9698,M,19
24153,65.99698,139.2567,F,21
24154,65.82069,146.2085,F,21
24155,69.75543,163.277,M,21
24156,70.73008,154.4196,M,19
24157,65.30204,128.8916,F,18
24158,66.2017,135.5765,F,26
24159,64.19111,160.1678,M,26
24160,65.15073,120.795,F,19
24161,70.05579,156.7154,F,26
24162,69.42865,149.6003,F,18
24163,66.39372,142.0572,F,20
24164,69.75065,154.8011,M,19
